Language,Video ID,Controversial Topics (LLM),Derogatory Words (LLM),Derogatory Words (dictionary),Person names,Transcript word count,Transcript unique word count,Transcript non-stopword count,Transcript unique non-stop word count,Derogatory words (dictionary) word count,Derogatory words (LLM) word count,Controversial topics (LLM) word count,Person names word count
hi,-VwPckY1W-0,None,None,"कटवा, ठुला, गरीब, भाइये, आवारा","[('अदालत', 'hindu', 'female'), ('गवाह', 'muslim', 'unisex'), ('अमन कुमार', 'hindu', 'male'), ('मां', 'hindu', 'female'), ('भाई', 'hindu', 'male'), ('महेश', 'hindu', 'unknown'), ('बेटा', 'hindu', 'unknown'), ('बेटे', 'hindu', 'male'), ('कुणाल चोपड़ा', 'hindu', 'male'), ('परी मा', 'hindu', 'female'), ('पापा', 'hindu', 'male'), ('भाभी', 'hindu', 'female'), ('दादा', 'hindu', 'male'), ('साब', 'hindu', 'unknown'), ('सिद्धि चोपड़ा', 'hindu', 'unknown'), ('वकील', 'hindu', 'female')]",1973,608,776,426,"[('कटवा', 1), ('ठुला', 1), ('गरीब', 1), ('भाइये', 1), ('आवारा', 2)]",None,None,"[('अदालत', 'hindu', 'female', 4), ('गवाह', 'muslim', 'unisex', 3), ('अमन कुमार', 'hindu', 'male', 9), ('मां', 'hindu', 'female', 6), ('भाई', 'hindu', 'male', 1), ('महेश', 'hindu', 'unknown', 3), ('बेटा', 'hindu', 'unknown', 2), ('बेटे', 'hindu', 'male', 5), ('कुणाल चोपड़ा', 'hindu', 'male', 2), ('परी मा', 'hindu', 'female', 1), ('पापा', 'hindu', 'male', 1), ('भाभी', 'hindu', 'female', 1), ('दादा', 'hindu', 'male', 1), ('साब', 'hindu', 'unknown', 5), ('सिद्धि चोपड़ा', 'hindu', 'unknown', 1), ('वकील', 'hindu', 'female', 1)]"
hi,-Wfol7jhfj0,None,None,None, ,1,1,0,0,None,None,None,[]
hi,-lU6wHnVrro,None,None,None, ,5,4,2,1,None,None,None,[]
hi,-oe5MRYcY8U,None,None,"ठुला, चोर, भाइये, गरीब","[('तुलसी', 'hindu', 'female'), ('प्रीत', 'hindu', 'female'), ('लविंदर सिंह', 'unknown', 'female'), ('रविंदर भवन', 'hindu', 'unknown'), ('रंजीत सिंह', 'hindu', 'unknown'), ('मैजिक मोबाइल', 'hindu', 'unisex'), ('रविंदर सिंह', 'hindu', 'female'), ('मासी', 'hindu', 'female'), ('डाकू रानी', 'hindu', 'female'), ('शिमला मिर्ची', 'hindu', 'unisex')]",1834,598,712,428,"[('ठुला', 1), ('चोर', 1), ('भाइये', 1), ('गरीब', 1)]",None,None,"[('तुलसी', 'hindu', 'female', 3), ('प्रीत', 'hindu', 'female', 2), ('लविंदर सिंह', 'unknown', 'female', 1), ('रविंदर भवन', 'hindu', 'unknown', 2), ('रंजीत सिंह', 'hindu', 'unknown', 1), ('मैजिक मोबाइल', 'hindu', 'unisex', 5), ('रविंदर सिंह', 'hindu', 'female', 1), ('मासी', 'hindu', 'female', 13), ('डाकू रानी', 'hindu', 'female', 3), ('शिमला मिर्ची', 'hindu', 'unisex', 1)]"
hi,0V4v3S0rty4,None,None,"दल्ला, सती","[('लाल चको', 'hindu', 'male'), ('तुम', 'hindu', 'female'), ('मिस्टर', 'hindu', 'unknown'), ('बीबी', 'muslim', 'female'), ('वो', 'hindu', 'unknown'), ('चाची', 'hindu', 'female'), ('मांटी', 'hindu', 'unknown'), ('मैं', 'hindu', 'female'), ('साचनी', 'hindu', 'female')]",937,374,329,226,"[('दल्ला', 1), ('सती', 1)]",None,None,"[('लाल चको', 'hindu', 'male', 2), ('तुम', 'hindu', 'female', 14), ('मिस्टर', 'hindu', 'unknown', 1), ('बीबी', 'muslim', 'female', 1), ('वो', 'hindu', 'unknown', 9), ('चाची', 'hindu', 'female', 1), ('मांटी', 'hindu', 'unknown', 1), ('मैं', 'hindu', 'female', 11), ('साचनी', 'hindu', 'female', 2)]"
hi,0t2HfeXDRjI,None,None,None,"[('श', 'hindu', 'female'), ('ओम', 'hindu', 'male')]",4,3,0,0,None,None,None,"[('श', 'hindu', 'female', 2), ('ओम', 'hindu', 'male', 1)]"
hi,1AYxeVqK-EY,None,None,भाइये,"[('गंगा', 'hindu', 'female'), ('अम्मा जी', 'hindu', 'female'), ('झुमकी', 'hindu', 'female'), ('आशा', 'hindu', 'female'), ('पार्वती', 'hindu', 'female'), ('जीजू', 'hindu', 'male'), ('दीदी', 'hindu', 'female'), ('प्रताप', 'hindu', 'male'), ('रिया', 'hindu', 'female'), ('शिव', 'hindu', 'female'), ('मास्टर जी', 'hindu', 'male')]",2141,647,893,469,"[('भाइये', 1)]",None,None,"[('गंगा', 'hindu', 'female', 16), ('अम्मा जी', 'hindu', 'female', 1), ('झुमकी', 'hindu', 'female', 2), ('आशा', 'hindu', 'female', 3), ('पार्वती', 'hindu', 'female', 1), ('जीजू', 'hindu', 'male', 3), ('दीदी', 'hindu', 'female', 1), ('प्रताप', 'hindu', 'male', 1), ('रिया', 'hindu', 'female', 1), ('शिव', 'hindu', 'female', 4), ('मास्टर जी', 'hindu', 'male', 1)]"
hi,1JOttIHkNAM,None,None,"ठुला, नौकर, भाइये, नीच","[('राज', 'hindu', 'female'), ('शिवानी', 'hindu', 'female'), ('नीलम', 'hindu', 'female'), ('भारती', 'hindu', 'female'), ('नंदनी', 'hindu', 'female'), ('महादेव', 'hindu', 'unknown'), ('प्रिया', 'hindu', 'female'), ('मीना', 'hindu', 'female'), ('चांदनी', 'hindu', 'female'), ('रागिनी', 'hindu', 'female'), ('बजरंगबली', 'hindu', 'unknown')]",1895,574,693,398,"[('ठुला', 1), ('नौकर', 1), ('भाइये', 1), ('नीच', 1)]",None,None,"[('राज', 'hindu', 'female', 15), ('शिवानी', 'hindu', 'female', 10), ('नीलम', 'hindu', 'female', 1), ('भारती', 'hindu', 'female', 1), ('नंदनी', 'hindu', 'female', 10), ('महादेव', 'hindu', 'unknown', 6), ('प्रिया', 'hindu', 'female', 2), ('मीना', 'hindu', 'female', 1), ('चांदनी', 'hindu', 'female', 1), ('रागिनी', 'hindu', 'female', 1), ('बजरंगबली', 'hindu', 'unknown', 1)]"
hi,1KPQNE_cbdk,None,None,"कटवा, अपशगुनी, भक्त, पाकी, अछूत, ठुला, भक्त्त ","[('देवी पार्वती', 'hindu', 'female'), ('कामाख्या देवी', 'hindu', 'female'), ('भगवान कृष्ण', 'hindu', 'male'), ('कृष्ण', 'hindu', 'female'), ('महादेव', 'hindu', 'unknown'), ('बाणासुर', 'hindu', 'male'), ('गणेश', 'hindu', 'male'), ('राधा', 'hindu', 'female'), ('भगवान शिव', 'hindu', 'unknown'), ('नरकासुर', 'hindu', 'male'), ('अनिरुद्ध', 'hindu', 'female')]",2015,605,834,449,"[('कटवा', 1), ('अपशगुनी', 1), ('भक्त', 17), ('पाकी', 1), ('अछूत', 1), ('ठुला', 1), ('भक्त्त', 1)]",None,None,"[('देवी पार्वती', 'hindu', 'female', 1), ('कामाख्या देवी', 'hindu', 'female', 1), ('भगवान कृष्ण', 'hindu', 'male', 1), ('कृष्ण', 'hindu', 'female', 10), ('महादेव', 'hindu', 'unknown', 7), ('बाणासुर', 'hindu', 'male', 5), ('गणेश', 'hindu', 'male', 8), ('राधा', 'hindu', 'female', 1), ('भगवान शिव', 'hindu', 'unknown', 1), ('नरकासुर', 'hindu', 'male', 3), ('अनिरुद्ध', 'hindu', 'female', 1)]"
hi,2Az7rEMb7LI,None,None,"चिकना, नौकरानी, चिकनी, ठुला, भाइये","[('राजमाता', 'hindu', 'female'), ('कजरी', 'hindu', 'female'), ('हुकुम', 'hindu', 'unisex'), ('नंदिनी', 'hindu', 'female'), ('देवर जी', 'hindu', 'male'), ('विक्रम', 'hindu', 'male'), ('राजेश्वरी', 'hindu', 'female'), ('मौसा जी', 'hindu', 'male'), ('दिग्विजय', 'hindu', 'female'), ('सहब जी', 'hindu', 'unisex'), ('चंपा', 'hindu', 'female')]",2212,663,854,486,"[('चिकना', 1), ('नौकरानी', 1), ('चिकनी', 1), ('ठुला', 1), ('भाइये', 1)]",None,None,"[('राजमाता', 'hindu', 'female', 5), ('कजरी', 'hindu', 'female', 1), ('हुकुम', 'hindu', 'unisex', 1), ('नंदिनी', 'hindu', 'female', 2), ('देवर जी', 'hindu', 'male', 2), ('विक्रम', 'hindu', 'male', 12), ('राजेश्वरी', 'hindu', 'female', 3), ('मौसा जी', 'hindu', 'male', 1), ('दिग्विजय', 'hindu', 'female', 2), ('सहब जी', 'hindu', 'unisex', 1), ('चंपा', 'hindu', 'female', 1)]"
